,unique_id,x_index,y_index,time_bin,crime_count,neighbourhood_crime_count,hotspot
675117,8768,109,75,2015-11-05,2.0,22.0,0
675225,9502,118,75,2015-11-05,1.0,22.0,0
675233,5975,76,59,2015-11-05,1.0,39.0,0
675236,10473,130,37,2015-11-05,1.0,58.0,0
675278,5977,76,61,2015-11-05,3.0,42.0,0
675343,11357,141,50,2015-11-05,2.0,31.0,0
675354,8894,111,41,2015-11-05,0.0,39.0,0
675390,7339,91,60,2015-11-05,2.0,12.0,0
675417,1522,36,95,2015-11-05,2.0,21.0,0
675425,8712,109,19,2015-11-05,2.0,18.0,0
675495,8728,109,35,2015-11-05,0.0,43.0,0
675533,2338,43,98,2015-11-05,1.0,25.0,0
675601,4238,60,57,2015-11-05,1.0,67.0,0
675603,10828,134,71,2015-11-05,1.0,14.0,0
675616,5968,76,52,2015-11-05,2.0,32.0,0
675620,5967,76,51,2015-11-05,1.0,31.0,0
675623,8721,109,28,2015-11-05,1.0,33.0,0
675733,10953,136,38,2015-11-05,0.0,42.0,0
675745,4273,60,92,2015-11-05,1.0,22.0,0
675764,7623,95,19,2015-11-05,0.0,11.0,0
675792,10470,130,34,2015-11-05,0.0,42.0,0
675826,4237,60,56,2015-11-05,1.0,77.0,0
675832,5955,76,39,2015-11-05,1.0,16.0,0
675855,8842,110,71,2015-11-05,1.0,30.0,0
675896,5969,76,53,2015-11-05,1.0,30.0,0
675918,4386,61,92,2015-11-05,2.0,25.0,0
675923,10798,134,41,2015-11-05,2.0,44.0,0
675958,5987,76,71,2015-11-05,0.0,37.0,0
675962,11043,137,50,2015-11-05,1.0,30.0,0
675967,2911,48,91,2015-11-05,0.0,29.0,0
676060,2369,44,8,2015-11-05,0.0,3.0,0
676077,4959,66,87,2015-11-05,2.0,27.0,0
676154,11107,138,37,2015-11-05,3.0,33.0,0
676156,11044,137,51,2015-11-05,0.0,26.0,0
676166,4236,60,55,2015-11-05,2.0,86.0,0
676225,5993,76,77,2015-11-05,0.0,34.0,0
676236,2452,44,93,2015-11-05,0.0,21.0,0
676249,2453,44,94,2015-11-05,1.0,21.0,0
676265,9461,118,34,2015-11-05,0.0,27.0,0
676289,4149,59,80,2015-11-05,0.0,2.0,0
676319,11348,141,41,2015-11-05,3.0,27.0,0
676352,11042,137,49,2015-11-05,2.0,29.0,0
676400,5684,73,59,2015-11-19,3.0,72.0,0
676401,8811,110,40,2015-11-19,0.0,29.0,0
676402,8808,110,37,2015-11-19,0.0,37.0,0
676426,11781,148,34,2015-11-19,0.0,13.0,0
676437,4814,65,58,2015-11-19,3.0,135.0,0
676458,7176,89,61,2015-11-19,0.0,22.0,0
676472,5677,73,52,2015-11-19,0.0,74.0,0
676484,9420,117,75,2015-11-19,1.0,21.0,0
676486,5271,69,55,2015-11-19,6.0,161.0,1
676516,11042,137,49,2015-11-19,0.0,33.0,0
676525,7177,89,62,2015-11-19,0.0,21.0,0
676526,10152,126,50,2015-11-19,2.0,21.0,0
676538,9093,113,73,2015-11-19,0.0,22.0,0
676541,4928,66,56,2015-11-19,1.0,163.0,0
676555,4815,65,59,2015-11-19,0.0,112.0,0
676599,6172,78,61,2015-11-19,1.0,35.0,0
676601,8565,107,28,2015-11-19,0.0,23.0,0
676612,5491,71,67,2015-11-19,0.0,20.0,0
676615,9243,115,58,2015-11-19,0.0,26.0,0
676622,9485,118,58,2015-11-19,1.0,26.0,0
676641,5273,69,57,2015-11-19,0.0,145.0,0
676650,5679,73,54,2015-11-19,0.0,83.0,0
676693,2369,44,8,2015-11-19,0.0,4.0,0
676811,8303,103,77,2015-11-19,1.0,21.0,0
676814,8406,105,26,2015-11-19,0.0,29.0,0
676829,10828,134,71,2015-11-19,2.0,7.0,0
676857,8304,103,78,2015-11-19,0.0,20.0,0
676858,9257,115,73,2015-11-19,2.0,20.0,0
676877,11043,137,50,2015-11-19,1.0,35.0,0
676905,8970,112,34,2015-11-19,0.0,35.0,0
676932,8968,112,32,2015-11-19,0.0,32.0,0
676934,8412,105,32,2015-11-19,0.0,24.0,0
676950,4926,66,54,2015-11-19,1.0,180.0,0
676963,10669,132,72,2015-11-19,0.0,10.0,0
676978,5694,73,69,2015-11-19,0.0,19.0,0
677042,9623,120,30,2015-11-19,0.0,14.0,0
677085,5697,73,72,2015-11-19,0.0,24.0,0
677157,2096,41,94,2015-11-19,2.0,20.0,0
677165,7079,88,47,2015-11-19,1.0,18.0,0
677168,11186,139,41,2015-11-19,0.0,28.0,0
677193,5695,73,70,2015-11-19,3.0,21.0,0
677209,10877,135,40,2015-11-19,0.0,26.0,0
677211,5696,73,71,2015-11-19,1.0,20.0,0
677268,10154,126,52,2015-11-19,1.0,24.0,0
677269,5270,69,54,2015-11-19,8.0,162.0,1
677272,8799,110,28,2015-11-19,0.0,29.0,0
677305,8557,107,20,2015-11-19,1.0,25.0,0
677311,10155,126,53,2015-11-19,0.0,26.0,0
677314,8806,110,35,2015-11-19,2.0,36.0,0
677324,4925,66,53,2015-11-19,0.0,177.0,0
677343,11044,137,51,2015-11-19,2.0,34.0,0
677355,4927,66,55,2015-11-19,4.0,179.0,0
677369,5686,73,61,2015-11-19,2.0,43.0,0
677484,5701,73,76,2015-11-19,0.0,29.0,0
677511,10156,126,54,2015-11-19,3.0,30.0,0
677564,10157,126,55,2015-11-19,0.0,30.0,0
677571,5269,69,53,2015-11-19,3.0,159.0,0
677618,11119,138,49,2015-11-19,3.0,42.0,0
677626,9211,115,26,2015-11-19,1.0,10.0,0
677645,4127,59,58,2015-11-19,2.0,54.0,0
677679,11120,138,50,2015-11-19,0.0,43.0,0
677703,11693,146,41,2015-11-19,0.0,19.0,0
677713,10006,124,74,2015-11-19,0.0,16.0,0
677753,7520,93,77,2015-11-19,0.0,11.0,0
677767,4128,59,59,2015-11-19,0.0,51.0,0
677777,4149,59,80,2015-11-19,0.0,2.0,0
677786,9461,118,34,2015-11-19,0.0,15.0,0
677809,2338,43,98,2015-11-19,2.0,21.0,0
677894,11735,147,33,2015-11-19,0.0,13.0,0
677905,5588,72,63,2015-11-19,0.0,40.0,0
677907,8554,107,17,2015-11-19,0.0,19.0,0
677922,6989,87,47,2015-11-19,1.0,16.0,0
677931,4126,59,57,2015-11-19,3.0,56.0,0
677963,5590,72,65,2015-11-19,1.0,29.0,0
677977,4979,66,107,2015-11-19,0.0,9.0,0
678007,11122,138,52,2015-11-19,3.0,41.0,0
678009,3486,53,92,2015-11-19,1.0,18.0,0
678062,2453,44,94,2015-11-19,1.0,23.0,0
678075,11034,137,41,2015-11-19,1.0,23.0,0
678093,8575,107,38,2015-11-19,1.0,27.0,0
678124,2452,44,93,2015-11-19,2.0,22.0,0
678159,4843,65,87,2015-11-19,0.0,20.0,0
678201,2457,44,98,2015-11-19,1.0,22.0,0
678264,10749,133,72,2015-11-19,0.0,9.0,0
678271,10069,125,52,2015-11-19,0.0,24.0,0
678302,4959,66,87,2015-11-19,0.0,19.0,0
678321,10068,125,51,2015-11-19,0.0,22.0,0
678349,11107,138,37,2015-11-19,0.0,24.0,0
678472,10718,133,41,2015-11-19,0.0,31.0,0
678476,4831,65,75,2015-11-19,1.0,21.0,0
678491,4929,66,57,2015-11-19,0.0,145.0,0
678500,7165,89,50,2015-11-19,0.0,18.0,0
678520,9212,115,27,2015-11-19,0.0,11.0,0
678544,8399,105,19,2015-11-19,0.0,26.0,0
678545,10137,126,35,2015-11-19,2.0,44.0,0
678565,9834,122,74,2015-11-19,2.0,18.0,0
678574,10054,125,37,2015-11-19,2.0,47.0,0
678592,8331,104,28,2015-11-19,1.0,21.0,0
678601,7163,89,48,2015-11-19,2.0,18.0,0
678604,10798,134,41,2015-11-19,1.0,27.0,0
678630,7084,88,52,2015-11-19,0.0,20.0,0
678637,8842,110,71,2015-11-19,2.0,18.0,0
678639,6182,78,71,2015-11-19,1.0,16.0,0
678674,5675,73,50,2015-11-19,2.0,74.0,0
678697,4273,60,92,2015-11-19,0.0,16.0,0
678737,10143,126,41,2015-11-19,0.0,44.0,0
678767,2568,45,93,2015-11-19,0.0,24.0,0
678771,5676,73,51,2015-11-19,3.0,72.0,0
678793,10139,126,37,2015-11-19,7.0,51.0,1
678835,10140,126,38,2015-11-19,0.0,48.0,0
678887,4617,63,91,2015-11-19,3.0,15.0,0
678930,9236,115,51,2015-11-19,2.0,34.0,0
678999,4982,66,110,2015-11-19,2.0,9.0,0
679010,8956,112,20,2015-11-19,0.0,13.0,0
679013,8381,104,78,2015-11-19,2.0,20.0,0
679032,11686,146,34,2015-11-19,3.0,14.0,0
679070,4835,65,79,2015-11-19,1.0,22.0,0
679146,4833,65,77,2015-11-19,3.0,19.0,0
679178,10055,125,38,2015-11-19,0.0,46.0,0
679203,10723,133,46,2015-11-19,1.0,27.0,0
679222,10727,133,50,2015-11-19,0.0,28.0,0
679252,5584,72,59,2015-11-19,1.0,98.0,0
679332,9747,121,71,2015-11-19,0.0,18.0,0
679350,5394,70,72,2015-11-19,0.0,28.0,0
679353,5175,68,73,2015-11-19,0.0,27.0,0
679440,11348,141,41,2015-11-19,1.0,26.0,0
679472,9378,117,29,2015-11-19,0.0,13.0,0
679473,8668,108,53,2015-11-19,0.0,23.0,0
679493,10322,128,51,2015-11-19,1.0,24.0,0
679516,10323,128,52,2015-11-19,0.0,25.0,0
679526,9061,113,41,2015-11-19,0.0,23.0,0
679567,3147,50,96,2015-11-19,1.0,18.0,0
679568,7990,99,72,2015-11-19,0.0,11.0,0
679583,7991,99,73,2015-11-19,1.0,15.0,0
679593,4585,63,59,2015-11-19,3.0,111.0,0
679611,5872,75,54,2015-11-19,0.0,43.0,0
679618,10342,128,71,2015-11-19,1.0,6.0,0
679669,8894,111,41,2015-11-19,0.0,27.0,0
679682,11357,141,50,2015-11-19,2.0,40.0,0
679698,5987,76,71,2015-11-19,0.0,20.0,0
679744,8494,106,36,2015-11-19,0.0,28.0,0
679780,5865,75,47,2015-11-19,0.0,25.0,0
679786,4577,63,51,2015-11-19,4.0,151.0,0
679804,1371,34,98,2015-11-19,1.0,23.0,0
679823,2911,48,91,2015-11-19,0.0,22.0,0
679832,5993,76,77,2015-11-19,0.0,23.0,0
679847,1370,34,97,2015-11-19,1.0,22.0,0
679865,3187,51,21,2015-11-19,0.0,4.0,0
679873,4575,63,49,2015-11-19,0.0,114.0,0
679881,11516,143,49,2015-11-19,4.0,35.0,0
679911,1292,33,98,2015-11-19,1.0,21.0,0
679912,11517,143,50,2015-11-19,0.0,35.0,0
679930,8488,106,30,2015-11-19,0.0,23.0,0
679934,1637,37,103,2015-11-19,1.0,17.0,0
679956,11514,143,47,2015-11-19,3.0,39.0,0
679962,10310,128,39,2015-11-19,1.0,48.0,0
679986,11515,143,48,2015-11-19,2.0,36.0,0
680005,5812,74,90,2015-11-19,1.0,10.0,0
680038,8749,109,56,2015-11-19,1.0,26.0,0
680070,4017,58,59,2015-11-19,0.0,43.0,0
680105,1290,33,96,2015-11-19,2.0,17.0,0
680158,10508,130,72,2015-11-19,0.0,9.0,0
680205,4576,63,50,2015-11-19,7.0,140.0,1
680225,8151,101,78,2015-11-19,2.0,17.0,0
680239,11508,143,41,2015-11-19,4.0,23.0,0
680245,8666,108,51,2015-11-19,1.0,18.0,0
680270,10312,128,41,2015-11-19,0.0,45.0,0
680303,11513,143,46,2015-11-19,0.0,37.0,0
680307,10311,128,40,2015-11-19,1.0,48.0,0
680319,10908,135,71,2015-11-19,3.0,8.0,0
680373,4013,58,55,2015-11-19,2.0,67.0,0
680391,9381,117,32,2015-11-19,0.0,15.0,0
680447,5153,68,51,2015-11-19,1.0,144.0,0
680457,5399,70,77,2015-11-19,5.0,32.0,1
680472,5152,68,50,2015-11-19,1.0,139.0,0
680511,4580,63,54,2015-11-19,1.0,184.0,0
680532,1448,35,101,2015-11-19,0.0,21.0,0
680534,11430,142,41,2015-11-19,0.0,24.0,0
680556,5155,68,53,2015-11-19,4.0,165.0,0
680631,5955,76,39,2015-11-19,2.0,10.0,0
680638,9323,116,55,2015-11-19,2.0,38.0,0
680639,4237,60,56,2015-11-19,1.0,95.0,0
680643,10397,129,42,2015-11-19,0.0,42.0,0
680696,4236,60,55,2015-11-19,2.0,111.0,0
680829,1522,36,95,2015-11-19,1.0,22.0,0
680831,8712,109,19,2015-11-19,0.0,19.0,0
680836,7339,91,60,2015-11-19,2.0,18.0,0
680883,9326,116,58,2015-11-19,1.0,28.0,0
680910,5400,70,78,2015-11-19,0.0,34.0,0
680937,4732,64,91,2015-11-19,0.0,16.0,0
680959,9317,116,49,2015-11-19,1.0,26.0,0
680971,10473,130,37,2015-11-19,1.0,46.0,0
680974,5975,76,59,2015-11-19,4.0,45.0,0
680992,5977,76,61,2015-11-19,1.0,42.0,0
681040,7623,95,19,2015-11-19,0.0,7.0,0
681140,8728,109,35,2015-11-19,0.0,33.0,0
681186,9502,118,75,2015-11-19,1.0,23.0,0
681210,4578,63,52,2015-11-19,0.0,171.0,0
681224,11439,142,50,2015-11-19,0.0,38.0,0
681235,10953,136,38,2015-11-19,1.0,26.0,0
681245,5157,68,55,2015-11-19,5.0,171.0,1
681250,10390,129,35,2015-11-19,0.0,43.0,0
681260,5158,68,56,2015-11-19,0.0,158.0,0
681262,5892,75,74,2015-11-19,0.0,32.0,0
681272,8106,101,33,2015-11-19,0.0,19.0,0
681302,10392,129,37,2015-11-19,5.0,49.0,1
681308,5156,68,54,2015-11-19,10.0,172.0,1
681358,5160,68,58,2015-11-19,1.0,128.0,0
681392,10470,130,34,2015-11-19,0.0,40.0,0
681417,4386,61,92,2015-11-19,0.0,16.0,0
681439,5967,76,51,2015-11-19,0.0,39.0,0
681441,8721,109,28,2015-11-19,0.0,26.0,0
681452,11440,142,51,2015-11-19,0.0,38.0,0
681459,9920,123,74,2015-11-19,2.0,19.0,0
681462,5969,76,53,2015-11-19,4.0,40.0,0
681477,5159,68,57,2015-11-19,3.0,139.0,0
681482,4238,60,57,2015-11-19,0.0,81.0,0
681484,5968,76,52,2015-11-19,2.0,38.0,0
681488,11441,142,52,2015-11-19,6.0,38.0,1
681499,4921,66,49,2015-11-19,0.0,119.0,0
681501,4571,63,45,2015-11-19,0.0,29.0,0
681502,4468,62,58,2015-11-19,0.0,112.0,0
681508,10228,127,42,2015-11-19,1.0,40.0,0
681511,9402,117,53,2015-11-19,0.0,39.0,0
681520,6609,83,32,2015-11-19,0.0,5.0,0
681533,5043,67,56,2015-11-19,6.0,153.0,1
681535,4688,64,47,2015-11-19,2.0,63.0,0
681554,10227,127,41,2015-11-19,2.0,44.0,0
681573,5045,67,58,2015-11-19,2.0,123.0,0
681580,1752,38,100,2015-11-19,1.0,23.0,0
681593,1753,38,101,2015-11-19,0.0,21.0,0
681608,5044,67,57,2015-11-19,13.0,136.0,1
681609,6610,83,33,2015-11-19,0.0,9.0,0
681637,5041,67,54,2015-11-19,4.0,171.0,0
681639,7897,98,56,2015-11-19,3.0,11.0,0
681641,2687,46,97,2015-11-19,0.0,25.0,0
681654,4687,64,46,2015-11-19,1.0,48.0,0
681656,10223,127,37,2015-11-19,1.0,50.0,0
681669,5485,71,61,2015-11-19,0.0,60.0,0
681690,8250,103,24,2015-11-19,2.0,26.0,0
681717,5484,71,60,2015-11-19,0.0,78.0,0
681756,5042,67,55,2015-11-19,3.0,170.0,0
681762,3261,51,95,2015-11-19,0.0,19.0,0
681770,7915,98,74,2015-11-19,0.0,16.0,0
681806,3262,51,96,2015-11-19,1.0,17.0,0
681813,4349,61,55,2015-11-19,3.0,123.0,0
681821,5774,74,52,2015-11-19,3.0,50.0,0
681832,4572,63,46,2015-11-19,0.0,48.0,0
681857,5778,74,56,2015-11-19,0.0,68.0,0
681869,5776,74,54,2015-11-19,1.0,58.0,0
681876,4692,64,51,2015-11-19,2.0,165.0,0
681880,8765,109,72,2015-11-19,0.0,18.0,0
681888,8642,108,27,2015-11-19,0.0,23.0,0
681889,4350,61,56,2015-11-19,4.0,105.0,0
681896,4803,65,47,2015-11-19,1.0,63.0,0
681921,8768,109,75,2015-11-19,0.0,17.0,0
681925,4348,61,54,2015-11-19,0.0,124.0,0
681926,5046,67,59,2015-11-19,1.0,103.0,0
681963,8227,102,78,2015-11-19,0.0,19.0,0
681974,4802,65,46,2015-11-19,0.0,48.0,0
681979,4691,64,50,2015-11-19,2.0,154.0,0
681985,6615,83,38,2015-11-19,2.0,12.0,0
681991,5773,74,51,2015-11-19,0.0,51.0,0
682061,8881,111,28,2015-11-19,1.0,30.0,0
682067,9259,115,75,2015-11-19,1.0,20.0,0
682068,11822,149,34,2015-11-19,1.0,12.0,0
682071,4812,65,56,2015-11-19,0.0,169.0,0
682083,11197,139,52,2015-11-19,1.0,43.0,0
682098,9983,124,51,2015-11-19,0.0,24.0,0
682138,5719,73,94,2015-11-19,1.0,3.0,0
682142,9408,117,59,2015-11-19,0.0,25.0,0
682144,4811,65,55,2015-11-19,3.0,186.0,0
682193,4924,66,52,2015-11-19,2.0,172.0,0
682214,8973,112,37,2015-11-19,1.0,35.0,0
682261,8974,112,38,2015-11-19,0.0,33.0,0
682271,10649,132,52,2015-11-19,1.0,20.0,0
682315,4808,65,52,2015-11-19,4.0,177.0,0
682334,9906,123,60,2015-11-19,0.0,25.0,0
682336,10635,132,38,2015-11-19,2.0,35.0,0
682340,8978,112,42,2015-11-19,1.0,20.0,0
682343,5038,67,51,2015-11-19,2.0,146.0,0
682351,6340,80,40,2015-11-19,2.0,13.0,0
682353,10634,132,37,2015-11-19,0.0,37.0,0
682366,8458,105,78,2015-11-19,0.0,19.0,0
682380,11586,144,48,2015-11-19,0.0,30.0,0
682384,5040,67,53,2015-11-19,5.0,167.0,1
682388,4922,66,50,2015-11-19,2.0,146.0,0
682389,9404,117,55,2015-11-19,0.0,38.0,0
682393,4807,65,51,2015-11-19,3.0,161.0,0
682401,5486,71,62,2015-11-19,0.0,54.0,0
682407,5039,67,52,2015-11-19,5.0,162.0,1
682415,11587,144,49,2015-11-19,2.0,28.0,0
682426,10219,127,33,2015-11-19,1.0,44.0,0
682427,10987,136,72,2015-11-19,1.0,8.0,0
682464,4810,65,54,2015-11-19,8.0,187.0,1
682489,4923,66,51,2015-11-19,2.0,156.0,0
682504,8258,103,32,2015-11-19,0.0,19.0,0
682505,4809,65,53,2015-11-19,7.0,184.0,1
682535,10638,132,41,2015-11-19,0.0,37.0,0
682566,8226,102,77,2015-11-19,0.0,20.0,0
682568,10562,131,45,2015-11-19,0.0,22.0,0
682573,6819,85,60,2015-11-19,0.0,15.0,0
682584,8651,108,36,2015-11-19,1.0,28.0,0
682633,4699,64,58,2015-11-19,2.0,144.0,0
682671,2795,47,91,2015-11-19,0.0,21.0,0
682693,8754,109,61,2015-11-19,4.0,22.0,0
682727,4573,63,47,2015-11-19,1.0,63.0,0
682740,8648,108,33,2015-11-19,1.0,31.0,0
682747,4460,62,50,2015-11-19,4.0,120.0,0
682765,4459,62,49,2015-11-19,0.0,98.0,0
682815,6066,77,52,2015-11-19,1.0,39.0,0
682822,10902,135,65,2015-11-19,0.0,2.0,0
682865,8186,102,37,2015-11-19,0.0,16.0,0
682876,10296,128,25,2015-11-19,2.0,9.0,0
682893,9967,124,35,2015-11-19,3.0,37.0,0
682899,6049,77,35,2015-11-19,0.0,8.0,0
682911,8657,108,42,2015-11-19,0.0,22.0,0
682912,6048,77,34,2015-11-19,0.0,3.0,0
682942,5809,74,87,2015-11-19,1.0,14.0,0
682952,8653,108,38,2015-11-19,1.0,31.0,0
682967,5802,74,80,2015-11-19,1.0,28.0,0
683023,4574,63,48,2015-11-19,0.0,83.0,0
683051,10555,131,38,2015-11-19,1.0,42.0,0
683068,2801,47,97,2015-11-19,2.0,25.0,0
683070,10554,131,37,2015-11-19,0.0,44.0,0
683075,4456,62,46,2015-11-19,1.0,46.0,0
683076,9071,113,51,2015-11-19,4.0,34.0,0
683086,11266,140,41,2015-11-19,2.0,26.0,0
683108,8762,109,69,2015-11-19,1.0,12.0,0
683111,5783,74,61,2015-11-19,3.0,40.0,0
683120,8479,106,21,2015-11-19,1.0,29.0,0
683121,8645,108,30,2015-11-19,2.0,24.0,0
683125,6076,77,62,2015-11-19,1.0,39.0,0
683131,8761,109,68,2015-11-19,2.0,11.0,0
683140,9652,120,59,2015-11-19,0.0,23.0,0
683157,6073,77,59,2015-11-19,0.0,44.0,0
683169,6074,77,60,2015-11-19,1.0,39.0,0
683173,4695,64,54,2015-11-19,2.0,197.0,0
683199,8987,112,51,2015-11-19,0.0,29.0,0
683208,4463,62,53,2015-11-19,0.0,158.0,0
683218,8764,109,71,2015-11-19,0.0,15.0,0
683226,4693,64,52,2015-11-19,2.0,184.0,0
683229,8643,108,28,2015-11-19,0.0,26.0,0
683239,6349,80,49,2015-11-19,0.0,28.0,0
683254,4694,64,53,2015-11-19,1.0,193.0,0
683272,8763,109,70,2015-11-19,1.0,13.0,0
683289,8644,108,29,2015-11-19,0.0,25.0,0
683319,4696,64,55,2015-11-19,2.0,196.0,0
683320,7422,92,61,2015-11-19,3.0,17.0,0
683334,9653,120,60,2015-11-19,2.0,23.0,0
683351,4461,62,51,2015-11-19,1.0,133.0,0
683384,11034,137,41,2015-12-03,0.0,36.0,0
683400,4577,63,51,2015-12-03,2.0,159.0,0
683408,9211,115,26,2015-12-03,0.0,22.0,0
683421,4573,63,47,2015-12-03,5.0,62.0,1
683423,11822,149,34,2015-12-03,0.0,12.0,0
683437,4575,63,49,2015-12-03,1.0,114.0,0
683455,9983,124,51,2015-12-03,0.0,36.0,0
683468,4574,63,48,2015-12-03,0.0,87.0,0
683526,4572,63,46,2015-12-03,1.0,47.0,0
683577,9967,124,35,2015-12-03,0.0,43.0,0
683591,9485,118,58,2015-12-03,0.0,27.0,0
683597,4571,63,45,2015-12-03,0.0,28.0,0
683648,4236,60,55,2015-12-03,3.0,104.0,0
683670,10006,124,74,2015-12-03,0.0,15.0,0
683682,4238,60,57,2015-12-03,0.0,83.0,0
683694,10828,134,71,2015-12-03,0.0,11.0,0
683732,9502,118,75,2015-12-03,0.0,10.0,0
683737,9906,123,60,2015-12-03,1.0,21.0,0
683744,10877,135,40,2015-12-03,2.0,40.0,0
683766,4578,63,52,2015-12-03,0.0,187.0,0
683772,10953,136,38,2015-12-03,0.0,38.0,0
683847,10987,136,72,2015-12-03,4.0,8.0,0
683855,11781,148,34,2015-12-03,2.0,12.0,0
683867,9920,123,74,2015-12-03,1.0,15.0,0
683869,2096,41,94,2015-12-03,0.0,35.0,0
683946,4580,63,54,2015-12-03,3.0,207.0,0
683999,10908,135,71,2015-12-03,0.0,10.0,0
684000,10902,135,65,2015-12-03,0.0,7.0,0
684009,2338,43,98,2015-12-03,2.0,30.0,0
684012,4576,63,50,2015-12-03,4.0,145.0,0
684017,9212,115,27,2015-12-03,0.0,24.0,0
684036,4237,60,56,2015-12-03,1.0,95.0,0
684058,4456,62,46,2015-12-03,0.0,47.0,0
684060,10554,131,37,2015-12-03,0.0,55.0,0
684061,2801,47,97,2015-12-03,0.0,28.0,0
684080,10555,131,38,2015-12-03,4.0,55.0,0
684105,10296,128,25,2015-12-03,1.0,6.0,0
684135,10562,131,45,2015-12-03,0.0,33.0,0
684158,4459,62,49,2015-12-03,0.0,102.0,0
684198,2795,47,91,2015-12-03,1.0,29.0,0
684214,10311,128,40,2015-12-03,0.0,48.0,0
684226,11513,143,46,2015-12-03,1.0,39.0,0
684228,10312,128,41,2015-12-03,0.0,50.0,0
684238,11515,143,48,2015-12-03,1.0,26.0,0
684244,1637,37,103,2015-12-03,0.0,23.0,0
684248,10310,128,39,2015-12-03,0.0,51.0,0
684252,11514,143,47,2015-12-03,0.0,29.0,0
684255,4013,58,55,2015-12-03,3.0,58.0,0
684290,9381,117,32,2015-12-03,1.0,28.0,0
684311,1290,33,96,2015-12-03,2.0,25.0,0
684342,4017,58,59,2015-12-03,1.0,43.0,0
684347,3187,51,21,2015-12-03,0.0,6.0,0
684353,11516,143,49,2015-12-03,6.0,24.0,1
684364,11517,143,50,2015-12-03,0.0,25.0,0
684382,1292,33,98,2015-12-03,3.0,27.0,0
684413,1752,38,100,2015-12-03,2.0,36.0,0
684435,3262,51,96,2015-12-03,3.0,20.0,0
684439,4349,61,55,2015-12-03,1.0,124.0,0
684445,3261,51,95,2015-12-03,0.0,24.0,0
684459,4348,61,54,2015-12-03,2.0,127.0,0
684493,10223,127,37,2015-12-03,3.0,58.0,0
684504,2687,46,97,2015-12-03,1.0,31.0,0
684524,10228,127,42,2015-12-03,0.0,45.0,0
684530,1753,38,101,2015-12-03,1.0,34.0,0
684536,4468,62,58,2015-12-03,0.0,134.0,0
684553,10227,127,41,2015-12-03,1.0,50.0,0
684556,9402,117,53,2015-12-03,0.0,31.0,0
684563,9652,120,59,2015-12-03,1.0,18.0,0
684569,4461,62,51,2015-12-03,0.0,140.0,0
684583,11266,140,41,2015-12-03,2.0,34.0,0
684623,4460,62,50,2015-12-03,5.0,128.0,1
684630,9653,120,60,2015-12-03,0.0,17.0,0
684685,4350,61,56,2015-12-03,1.0,114.0,0
684730,4463,62,53,2015-12-03,1.0,173.0,0
684745,10392,129,37,2015-12-03,0.0,59.0,0
684756,11439,142,50,2015-12-03,1.0,30.0,0
684766,10390,129,35,2015-12-03,0.0,47.0,0
684791,10397,129,42,2015-12-03,2.0,49.0,0
684828,4386,61,92,2015-12-03,0.0,25.0,0
684839,10470,130,34,2015-12-03,0.0,45.0,0
684868,11440,142,51,2015-12-03,1.0,30.0,0
684899,11441,142,52,2015-12-03,1.0,28.0,0
684944,9326,116,58,2015-12-03,1.0,22.0,0
685022,9323,116,55,2015-12-03,1.0,35.0,0
685056,1522,36,95,2015-12-03,1.0,30.0,0
685062,1448,35,101,2015-12-03,0.0,30.0,0
685063,11430,142,41,2015-12-03,2.0,31.0,0
685082,9747,121,71,2015-12-03,0.0,13.0,0
685147,11348,141,41,2015-12-03,3.0,33.0,0
685200,10508,130,72,2015-12-03,1.0,10.0,0
685205,11508,143,41,2015-12-03,3.0,29.0,0
685218,9378,117,29,2015-12-03,0.0,29.0,0
685228,3147,50,96,2015-12-03,1.0,22.0,0
685233,10322,128,51,2015-12-03,1.0,41.0,0
685242,10323,128,52,2015-12-03,0.0,41.0,0
685301,9317,116,49,2015-12-03,0.0,24.0,0
685308,10473,130,37,2015-12-03,0.0,58.0,0
685342,1371,34,98,2015-12-03,0.0,28.0,0
685351,2911,48,91,2015-12-03,0.0,29.0,0
685374,1370,34,97,2015-12-03,2.0,28.0,0
685403,11357,141,50,2015-12-03,1.0,30.0,0
685419,10342,128,71,2015-12-03,0.0,15.0,0
685451,2457,44,98,2015-12-03,1.0,27.0,0
685473,10749,133,72,2015-12-03,0.0,13.0,0
685523,11107,138,37,2015-12-03,0.0,29.0,0
685529,2452,44,93,2015-12-03,0.0,35.0,0
685546,10068,125,51,2015-12-03,0.0,32.0,0
685552,10069,125,52,2015-12-03,1.0,33.0,0
685583,2453,44,94,2015-12-03,0.0,37.0,0
685610,11686,146,34,2015-12-03,3.0,14.0,0
685682,9236,115,51,2015-12-03,2.0,32.0,0
685694,4128,59,59,2015-12-03,0.0,53.0,0
685698,11119,138,49,2015-12-03,1.0,36.0,0
685720,11693,146,41,2015-12-03,1.0,22.0,0
685736,4126,59,57,2015-12-03,6.0,61.0,1
685741,11122,138,52,2015-12-03,0.0,38.0,0
685756,11120,138,50,2015-12-03,2.0,38.0,0
685763,4127,59,58,2015-12-03,1.0,56.0,0
685774,9461,118,34,2015-12-03,1.0,24.0,0
685863,11044,137,51,2015-12-03,4.0,29.0,0
685888,2369,44,8,2015-12-03,0.0,7.0,0
685892,11043,137,50,2015-12-03,0.0,29.0,0
685963,11735,147,33,2015-12-03,0.0,12.0,0
686005,4149,59,80,2015-12-03,0.0,8.0,0
