,unique_id,x_index,y_index,time_bin,crime_count,neighbor_1_1,neighbor_2_1,neighbor_3_1,neighbor_1_2,neighbor_3_2,neighbor_1_3,neighbor_2_3,neighbor_3_3,hotspot
852509,4696,64,55,2016-11-03,2.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0
852512,4699,64,58,2016-11-03,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,0
852540,4732,64,91,2016-11-03,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
852582,4802,65,46,2016-11-03,4.0,0.0,5.0,3.0,0.0,3.0,1.0,1.0,0.0,0
852583,4803,65,47,2016-11-03,3.0,5.0,3.0,1.0,4.0,0.0,1.0,0.0,0.0,0
852587,4807,65,51,2016-11-03,1.0,3.0,3.0,0.0,0.0,4.0,0.0,2.0,4.0,0
852588,4808,65,52,2016-11-03,4.0,3.0,0.0,0.0,1.0,3.0,2.0,4.0,0.0,0
852589,4809,65,53,2016-11-03,3.0,0.0,0.0,2.0,4.0,0.0,4.0,0.0,4.0,0
852590,4810,65,54,2016-11-03,0.0,0.0,2.0,2.0,3.0,1.0,0.0,4.0,2.0,0
852591,4811,65,55,2016-11-03,1.0,2.0,2.0,0.0,0.0,1.0,4.0,2.0,2.0,0
852592,4812,65,56,2016-11-03,1.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,0
852594,4814,65,58,2016-11-03,2.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0
852595,4815,65,59,2016-11-03,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0
852606,4831,65,75,2016-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
852608,4833,65,77,2016-11-03,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
852610,4835,65,79,2016-11-03,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
852618,4843,65,87,2016-11-03,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
852669,4921,66,49,2016-11-03,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0
852670,4922,66,50,2016-11-03,0.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,2.0,0
852671,4923,66,51,2016-11-03,2.0,0.0,1.0,4.0,0.0,4.0,3.0,2.0,9.0,0
852672,4924,66,52,2016-11-03,4.0,1.0,4.0,3.0,2.0,0.0,2.0,9.0,1.0,0
852673,4925,66,53,2016-11-03,0.0,4.0,3.0,0.0,4.0,4.0,9.0,1.0,2.0,0
852674,4926,66,54,2016-11-03,4.0,3.0,0.0,1.0,0.0,2.0,1.0,2.0,6.0,0
852675,4927,66,55,2016-11-03,2.0,0.0,1.0,1.0,4.0,2.0,2.0,6.0,8.0,0
852676,4928,66,56,2016-11-03,2.0,1.0,1.0,2.0,2.0,1.0,6.0,8.0,12.0,0
852677,4929,66,57,2016-11-03,1.0,1.0,2.0,2.0,2.0,0.0,8.0,12.0,0.0,0
852703,4959,66,87,2016-11-03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
852715,4979,66,107,2016-11-03,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
852717,4982,66,110,2016-11-03,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
852750,5038,67,51,2016-11-03,2.0,0.0,2.0,4.0,3.0,9.0,1.0,1.0,0.0,0
852751,5039,67,52,2016-11-03,9.0,2.0,4.0,0.0,2.0,1.0,1.0,0.0,5.0,1
852752,5040,67,53,2016-11-03,1.0,4.0,0.0,4.0,9.0,2.0,0.0,5.0,10.0,0
852753,5041,67,54,2016-11-03,2.0,0.0,4.0,2.0,1.0,6.0,5.0,10.0,9.0,0
852754,5042,67,55,2016-11-03,6.0,4.0,2.0,2.0,2.0,8.0,10.0,9.0,2.0,1
852755,5043,67,56,2016-11-03,8.0,2.0,2.0,1.0,6.0,12.0,9.0,2.0,2.0,1
852756,5044,67,57,2016-11-03,12.0,2.0,1.0,0.0,8.0,0.0,2.0,2.0,5.0,1
852757,5045,67,58,2016-11-03,0.0,1.0,0.0,0.0,12.0,2.0,2.0,5.0,0.0,0
852758,5046,67,59,2016-11-03,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0
852825,5152,68,50,2016-11-03,1.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0
852826,5153,68,51,2016-11-03,1.0,3.0,2.0,9.0,1.0,0.0,0.0,0.0,0.0,0
852828,5155,68,53,2016-11-03,5.0,9.0,1.0,2.0,0.0,10.0,0.0,0.0,7.0,1
852829,5156,68,54,2016-11-03,10.0,1.0,2.0,6.0,5.0,9.0,0.0,7.0,4.0,1
852830,5157,68,55,2016-11-03,9.0,2.0,6.0,8.0,10.0,2.0,7.0,4.0,1.0,1
852831,5158,68,56,2016-11-03,2.0,6.0,8.0,12.0,9.0,2.0,4.0,1.0,0.0,0
852832,5159,68,57,2016-11-03,2.0,8.0,12.0,0.0,2.0,5.0,1.0,0.0,0.0,0
852833,5160,68,58,2016-11-03,5.0,12.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1
852846,5175,68,73,2016-11-03,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0
852901,5269,69,53,2016-11-03,0.0,0.0,5.0,10.0,0.0,7.0,0.0,0.0,2.0,0
852902,5270,69,54,2016-11-03,7.0,5.0,10.0,9.0,0.0,4.0,0.0,2.0,0.0,1
852903,5271,69,55,2016-11-03,4.0,10.0,9.0,2.0,7.0,1.0,2.0,0.0,0.0,0
852905,5273,69,57,2016-11-03,0.0,2.0,2.0,5.0,1.0,0.0,0.0,2.0,0.0,0
852971,5394,70,72,2016-11-03,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
852976,5399,70,77,2016-11-03,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
852977,5400,70,78,2016-11-03,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0
853012,5484,71,60,2016-11-03,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
853013,5485,71,61,2016-11-03,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0
853014,5486,71,62,2016-11-03,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,0
853019,5491,71,67,2016-11-03,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0
853075,5584,72,59,2016-11-03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
853079,5588,72,63,2016-11-03,4.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
853081,5590,72,65,2016-11-03,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
853135,5675,73,50,2016-11-03,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0
853136,5676,73,51,2016-11-03,1.0,0.0,1.0,0.0,1.0,4.0,0.0,2.0,3.0,0
853137,5677,73,52,2016-11-03,4.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,0
853139,5679,73,54,2016-11-03,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,1.0,0
853144,5684,73,59,2016-11-03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
853146,5686,73,61,2016-11-03,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0
853154,5694,73,69,2016-11-03,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0
853155,5695,73,70,2016-11-03,3.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0
853156,5696,73,71,2016-11-03,0.0,0.0,0.0,1.0,3.0,2.0,2.0,0.0,0.0,0
853157,5697,73,72,2016-11-03,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0
853161,5701,73,76,2016-11-03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0
853177,5719,73,94,2016-11-03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
853207,5773,74,51,2016-11-03,2.0,1.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,0
853208,5774,74,52,2016-11-03,3.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0
853210,5776,74,54,2016-11-03,5.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1
853212,5778,74,56,2016-11-03,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
853217,5783,74,61,2016-11-03,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
853236,5802,74,80,2016-11-03,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0
853243,5809,74,87,2016-11-03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
853246,5812,74,90,2016-11-03,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
853279,5865,75,47,2016-11-03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
853286,5872,75,54,2016-11-03,1.0,0.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0
853306,5892,75,74,2016-11-03,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0
853351,5955,76,39,2016-11-03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
853363,5967,76,51,2016-11-03,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0
853364,5968,76,52,2016-11-03,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0
853365,5969,76,53,2016-11-03,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0
853371,5975,76,59,2016-11-03,2.0,0.0,1.0,0.0,1.0,1.0,0.0,10.0,3.0,0
853373,5977,76,61,2016-11-03,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,0
853382,5987,76,71,2016-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
853388,5993,76,77,2016-11-03,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0
853426,6048,77,34,2016-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
853427,6049,77,35,2016-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
853444,6066,77,52,2016-11-03,1.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0
853451,6073,77,59,2016-11-03,10.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0,1.0,1
853452,6074,77,60,2016-11-03,3.0,2.0,1.0,0.0,10.0,1.0,1.0,1.0,1.0,0
853454,6076,77,62,2016-11-03,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0
853538,6172,78,61,2016-11-03,1.0,3.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0
853548,6182,78,71,2016-11-03,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
853666,6340,80,40,2016-11-03,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
853675,6349,80,49,2016-11-03,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
853858,6609,83,32,2016-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
853859,6610,83,33,2016-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
853864,6615,83,38,2016-11-03,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0
854022,6819,85,60,2016-11-03,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0
854150,6989,87,47,2016-11-03,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0
854221,7079,88,47,2016-11-03,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0
854226,7084,88,52,2016-11-03,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
854291,7163,89,48,2016-11-03,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0
854293,7165,89,50,2016-11-03,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
854303,7176,89,61,2016-11-03,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
854304,7177,89,62,2016-11-03,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
854437,7339,91,60,2016-11-03,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0
854508,7422,92,61,2016-11-03,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
854591,7520,93,77,2016-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
854674,7623,95,19,2016-11-03,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
854903,7897,98,56,2016-11-03,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
854920,7915,98,74,2016-11-03,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
854984,7990,99,72,2016-11-03,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
854985,7991,99,73,2016-11-03,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0
855077,8106,101,33,2016-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
855117,8151,101,78,2016-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
855144,8186,102,37,2016-11-03,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0
855177,8226,102,77,2016-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
855178,8227,102,78,2016-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
855192,8250,103,24,2016-11-03,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0
855200,8258,103,32,2016-11-03,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0
855241,8303,103,77,2016-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
855242,8304,103,78,2016-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
855258,8331,104,28,2016-11-03,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
855306,8381,104,78,2016-11-03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
855314,8399,105,19,2016-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0
855321,8406,105,26,2016-11-03,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
855327,8412,105,32,2016-11-03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
855370,8458,105,78,2016-11-03,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
855377,8479,106,21,2016-11-03,0.0,0.0,1.0,0.0,2.0,0.0,6.0,0.0,0.0,0
855386,8488,106,30,2016-11-03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
855392,8494,106,36,2016-11-03,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
855434,8554,107,17,2016-11-03,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0
855437,8557,107,20,2016-11-03,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1
855445,8565,107,28,2016-11-03,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,0
855455,8575,107,38,2016-11-03,2.0,0.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,0
855510,8642,108,27,2016-11-03,0.0,0.0,1.0,0.0,1.0,3.0,0.0,2.0,0.0,0
855511,8643,108,28,2016-11-03,3.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0
855512,8644,108,29,2016-11-03,2.0,0.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0,0
855513,8645,108,30,2016-11-03,4.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0
855516,8648,108,33,2016-11-03,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
855519,8651,108,36,2016-11-03,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
855521,8653,108,38,2016-11-03,3.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0
855525,8657,108,42,2016-11-03,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
855534,8666,108,51,2016-11-03,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
855536,8668,108,53,2016-11-03,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0
855569,8712,109,19,2016-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
855578,8721,109,28,2016-11-03,0.0,0.0,3.0,2.0,2.0,0.0,0.0,3.0,3.0,0
855585,8728,109,35,2016-11-03,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0
855606,8749,109,56,2016-11-03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
855611,8754,109,61,2016-11-03,2.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0
855618,8761,109,68,2016-11-03,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0
855619,8762,109,69,2016-11-03,2.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0
855620,8763,109,70,2016-11-03,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0
855621,8764,109,71,2016-11-03,2.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0
855622,8765,109,72,2016-11-03,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0
855625,8768,109,75,2016-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
855644,8799,110,28,2016-11-03,3.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0
855651,8806,110,35,2016-11-03,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
855653,8808,110,37,2016-11-03,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0
855656,8811,110,40,2016-11-03,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
855687,8842,110,71,2016-11-03,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0
855712,8881,111,28,2016-11-03,0.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0
855725,8894,111,41,2016-11-03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
855773,8956,112,20,2016-11-03,4.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0
855785,8968,112,32,2016-11-03,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
855787,8970,112,34,2016-11-03,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
855790,8973,112,37,2016-11-03,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
855791,8974,112,38,2016-11-03,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
855795,8978,112,42,2016-11-03,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0
855804,8987,112,51,2016-11-03,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0
855860,9061,113,41,2016-11-03,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0
855870,9071,113,51,2016-11-03,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
855892,9093,113,73,2016-11-03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
855966,9211,115,26,2016-11-03,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0
855967,9212,115,27,2016-11-03,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0
855989,9236,115,51,2016-11-03,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0
855996,9243,115,58,2016-11-03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0
856004,9257,115,73,2016-11-03,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
856006,9259,115,75,2016-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
856042,9317,116,49,2016-11-03,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
856048,9323,116,55,2016-11-03,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0
856051,9326,116,58,2016-11-03,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0
856073,9378,117,29,2016-11-03,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
856076,9381,117,32,2016-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
856095,9402,117,53,2016-11-03,2.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0
856097,9404,117,55,2016-11-03,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0
856101,9408,117,59,2016-11-03,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
856111,9420,117,75,2016-11-03,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0
856130,9461,118,34,2016-11-03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
856150,9485,118,58,2016-11-03,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0
856167,9502,118,75,2016-11-03,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0
856246,9623,120,30,2016-11-03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
856274,9652,120,59,2016-11-03,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
856275,9653,120,60,2016-11-03,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
856352,9747,121,71,2016-11-03,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
856417,9834,122,74,2016-11-03,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0
856466,9906,123,60,2016-11-03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
856479,9920,123,74,2016-11-03,4.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0
856504,9967,124,35,2016-11-03,2.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0
856520,9983,124,51,2016-11-03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0
856543,10006,124,74,2016-11-03,2.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0
856574,10054,125,37,2016-11-03,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0
856575,10055,125,38,2016-11-03,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
856588,10068,125,51,2016-11-03,3.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,0
856589,10069,125,52,2016-11-03,2.0,1.0,0.0,0.0,3.0,0.0,1.0,2.0,4.0,0
856632,10137,126,35,2016-11-03,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
856634,10139,126,37,2016-11-03,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,0
856635,10140,126,38,2016-11-03,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,0
856638,10143,126,41,2016-11-03,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,0
856647,10152,126,50,2016-11-03,0.0,2.0,0.0,3.0,2.0,1.0,0.0,0.0,1.0,0
856649,10154,126,52,2016-11-03,2.0,3.0,2.0,0.0,1.0,4.0,1.0,0.0,0.0,0
856650,10155,126,53,2016-11-03,4.0,2.0,0.0,0.0,2.0,5.0,0.0,0.0,1.0,0
856651,10156,126,54,2016-11-03,5.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,1
856652,10157,126,55,2016-11-03,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,2.0,0
856690,10219,127,33,2016-11-03,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0
856694,10223,127,37,2016-11-03,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0
856698,10227,127,41,2016-11-03,3.0,0.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,0
856699,10228,127,42,2016-11-03,3.0,2.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0
856741,10296,128,25,2016-11-03,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
856755,10310,128,39,2016-11-03,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0
856756,10311,128,40,2016-11-03,1.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0
856757,10312,128,41,2016-11-03,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0
856767,10322,128,51,2016-11-03,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0
856768,10323,128,52,2016-11-03,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0
856786,10342,128,71,2016-11-03,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
856808,10390,129,35,2016-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
856810,10392,129,37,2016-11-03,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
856815,10397,129,42,2016-11-03,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
856867,10470,130,34,2016-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
856870,10473,130,37,2016-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
856904,10508,130,72,2016-11-03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
856931,10554,131,37,2016-11-03,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
856932,10555,131,38,2016-11-03,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
856939,10562,131,45,2016-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0
856984,10634,132,37,2016-11-03,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
856985,10635,132,38,2016-11-03,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
856988,10638,132,41,2016-11-03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
856999,10649,132,52,2016-11-03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
857017,10669,132,72,2016-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
857042,10718,133,41,2016-11-03,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
857047,10723,133,46,2016-11-03,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0
857051,10727,133,50,2016-11-03,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
857072,10749,133,72,2016-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
857101,10798,134,41,2016-11-03,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
